title,price,sellercontact,city,location,images,modelyear,millage,fueltype,transmission,registeredin,color,assembly,enginecapacity,bodytype,lastupdated,adref,carfeatures,sellercomments
Toyota Vitz F Smile Edition 1.0 2014,PKR 28.5 lacs,,multan, Multan Punjab,"['https://cache2.pakwheels.com/ad_pictures/1027/toyota-vitz-1-0-f-smile-edition-2014-102750706.webp', 'https://cache2.pakwheels.com/ad_pictures/1027/toyota-vitz-1-0-f-smile-edition-2014-102750707.webp', 'https://cache2.pakwheels.com/ad_pictures/1027/toyota-vitz-1-0-f-smile-edition-2014-102750708.webp', 'https://cache2.pakwheels.com/ad_pictures/1027/toyota-vitz-1-0-f-smile-edition-2014-102750709.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/toyota-vitz-1-0-f-smile-edition-2014-102750711.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/toyota-vitz-1-0-f-smile-edition-2014-102750712.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2014
","107,000 km",Petrol,Automatic,Lahore,Sky Blue ,Imported,1000 cc,Hatchback,"Jun 06, 2024",8805625,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' CD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  2014/2017Just like a Zero Meter car.Price is flexible.Call/SMS in office hours only.

"
Suzuki Wagon R FX 2014,PKR 22.5 lacs,,multan, Multan Punjab,"['https://cache1.pakwheels.com/ad_pictures/1027/suzuki-wagon-r-fx-2-2014-102750683.webp', 'https://cache3.pakwheels.com/ad_pictures/1027/suzuki-wagon-r-fx-2-2014-102750684.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/suzuki-wagon-r-fx-2-2014-102750695.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/suzuki-wagon-r-fx-2-2014-102750703.webp', 'https://cache2.pakwheels.com/ad_pictures/1027/suzuki-wagon-r-fx-2-2014-102750705.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2014
","72,000 km",Petrol,Automatic,Karachi,Black,Imported,660 cc,Hatchback,"Jun 06, 2024",8805623,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Wagon r 2014 model 2017 import ene charge climate control ac 2250
    
"
Toyota Passo G 1.0 2007,PKR 18.26 lacs,,multan," Kacheri Road, Multan Punjab","['https://cache1.pakwheels.com/ad_pictures/1018/toyota-passo-1-0-g-2007-101813140.webp', 'https://cache3.pakwheels.com/ad_pictures/1017/toyota-passo-1-0-g-2007-101748244.webp', 'https://cache4.pakwheels.com/ad_pictures/1017/toyota-passo-1-0-g-2007-101748245.webp', 'https://cache2.pakwheels.com/ad_pictures/1017/toyota-passo-1-0-g-2007-101748251.webp', 'https://cache4.pakwheels.com/ad_pictures/1017/toyota-passo-1-0-g-2007-101748253.webp', 'https://cache2.pakwheels.com/ad_pictures/1017/toyota-passo-1-0-g-2007-101748247.webp', 'https://cache4.pakwheels.com/ad_pictures/1017/toyota-passo-1-0-g-2007-101748248.webp', 'https://cache1.pakwheels.com/ad_pictures/1017/toyota-passo-1-0-g-2007-101748246.webp', 'https://cache4.pakwheels.com/ad_pictures/1017/toyota-passo-1-0-g-2007-101748252.webp', 'https://cache2.pakwheels.com/ad_pictures/1017/toyota-passo-1-0-g-2007-101748243.webp', 'https://cache1.pakwheels.com/ad_pictures/1017/toyota-passo-1-0-g-2007-101748250.webp', 'https://cache3.pakwheels.com/ad_pictures/1017/toyota-passo-1-0-g-2007-101748255.webp', 'https://cache3.pakwheels.com/ad_pictures/1017/toyota-passo-1-0-g-2007-101748254.webp', 'https://cache4.pakwheels.com/ad_pictures/1017/toyota-passo-1-0-g-2007-101748249.webp', 'https://cache4.pakwheels.com/ad_pictures/1018/toyota-passo-1-0-g-2007-101813139.webp', 'https://cache4.pakwheels.com/ad_pictures/1019/toyota-passo-1-0-g-2007-101926533.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2007
","210,000 km",Petrol,Automatic,Sindh,Light Green,Imported,1000 cc,Hatchback,"Jun 06, 2024",8729584,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  It's Daihatsu Boon 2007/20122/3  pieces painted rest genuine.It's  perfectly maintained car.Auto retractable sporty side mirrorsSuspension fitEngine fitABS, Gear fitAC working.Expensive Alloy rims,Tyres more than 60%No rust.100% reliable Car.On my Name,Original File n smaert card Price is slightly negotiable. Family use k liye rakhnay wali gari he, commercial sale purchase walon ko faida nahi degi isliye mera aor apna qimti waqt mat waist karen.
    
"
Toyota Corolla XE Limited 1997,PKR 18.5 lacs,,multan, Multan Punjab,"['https://cache4.pakwheels.com/ad_pictures/1027/toyota-corolla-xe-limited-1997-102750661.webp', 'https://cache2.pakwheels.com/ad_pictures/1027/toyota-corolla-xe-limited-1997-102750662.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/toyota-corolla-xe-limited-1997-102750663.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/toyota-corolla-xe-limited-1997-102750664.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","1997
","150,000 km",Petrol,Automatic,Multan,Beige,Local,1300 cc,Sedan,"Jun 06, 2024",8805618,"[' AM/FM Radio', ' Air Conditioning', ' Cassette Player', ' Power Locks', ' Power Steering', ' Power Windows']","
  Auto transmission Looking to sell the car urgently.In showroom condition..Price is flexible.Call/SMS in office hours only.

"
Suzuki Alto VXR 2023,PKR 26.4 lacs,,multan," Bosan Road, Multan Punjab","['https://cache1.pakwheels.com/ad_pictures/1027/suzuki-alto-vxr-2-2023-102750549.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/suzuki-alto-vxr-2-2023-102750550.webp', 'https://cache2.pakwheels.com/ad_pictures/1027/suzuki-alto-vxr-2-2023-102750551.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/suzuki-alto-vxr-2-2023-102750552.webp', 'https://cache3.pakwheels.com/ad_pictures/1027/suzuki-alto-vxr-2-2023-102750553.webp', 'https://cache3.pakwheels.com/ad_pictures/1027/suzuki-alto-vxr-2-2023-102750554.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/suzuki-alto-vxr-2-2023-102750555.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/suzuki-alto-vxr-2-2023-102750556.webp', 'https://cache3.pakwheels.com/ad_pictures/1027/suzuki-alto-vxr-2-2023-102750557.webp', 'https://cache2.pakwheels.com/ad_pictures/1027/suzuki-alto-vxr-2-2023-102750558.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2023
","13,159 km",Petrol,Manual,Un-Registered,Silky Silver,Local,660 cc,Hatchback,"Jun 06, 2024",8805611,"[' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Front Speakers', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Steering', ' USB and Auxillary Cable']","
  Just like a Zero Meter car. All service history log maintained. Original return file is available
    
"
Honda Civic Oriel 1.8 i-VTEC CVT 2020,PKR 60 lacs,,multan," Khanewal Road, Multan Punjab","['https://cache3.pakwheels.com/ad_pictures/1017/honda-civic-oriel-1-8-i-vtec-cvt-2020-101782508.webp', 'https://cache4.pakwheels.com/ad_pictures/1017/honda-civic-oriel-1-8-i-vtec-cvt-2020-101782515.webp', 'https://cache4.pakwheels.com/ad_pictures/1017/honda-civic-oriel-1-8-i-vtec-cvt-2020-101782504.webp', 'https://cache1.pakwheels.com/ad_pictures/1017/honda-civic-oriel-1-8-i-vtec-cvt-2020-101782506.webp', 'https://cache3.pakwheels.com/ad_pictures/1017/honda-civic-oriel-1-8-i-vtec-cvt-2020-101782510.webp', 'https://cache1.pakwheels.com/ad_pictures/1017/honda-civic-oriel-1-8-i-vtec-cvt-2020-101782518.webp', 'https://cache4.pakwheels.com/ad_pictures/1017/honda-civic-oriel-1-8-i-vtec-cvt-2020-101782513.webp', 'https://cache3.pakwheels.com/ad_pictures/1017/honda-civic-oriel-1-8-i-vtec-cvt-2020-101782519.webp', 'https://cache2.pakwheels.com/ad_pictures/1017/honda-civic-oriel-1-8-i-vtec-cvt-2020-101782522.webp', 'https://cache3.pakwheels.com/ad_pictures/1017/honda-civic-oriel-1-8-i-vtec-cvt-2020-101782523.webp', 'https://cache3.pakwheels.com/ad_pictures/1017/honda-civic-oriel-1-8-i-vtec-cvt-2020-101782516.webp', 'https://cache2.pakwheels.com/ad_pictures/1017/honda-civic-oriel-1-8-i-vtec-cvt-2020-101782517.webp', 'https://cache3.pakwheels.com/ad_pictures/1017/honda-civic-oriel-1-8-i-vtec-cvt-2020-101782507.webp', 'https://cache2.pakwheels.com/ad_pictures/1017/honda-civic-oriel-1-8-i-vtec-cvt-2020-101782509.webp', 'https://cache1.pakwheels.com/ad_pictures/1017/honda-civic-oriel-1-8-i-vtec-cvt-2020-101782521.webp', 'https://cache4.pakwheels.com/ad_pictures/1017/honda-civic-oriel-1-8-i-vtec-cvt-2020-101782520.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2020
","50,000 km",Petrol,Automatic,Islamabad,Black,Local,1800 cc,Sedan,"Jun 06, 2024",8732024,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cruise Control', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  Honda civicFull option Ug2020 modelBrand new carGenuine milage No work requiredJust buy and drive
    
"
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2014,PKR 36.5 lacs,,multan," MDA Chowk, Multan Punjab","['https://cache2.pakwheels.com/ad_pictures/1027/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2014-102729599.webp', 'https://cache2.pakwheels.com/ad_pictures/1027/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2014-102729593.webp', 'https://cache3.pakwheels.com/ad_pictures/1027/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2014-102729588.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2014-102729580.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2014-102729598.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2014-102729590.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2014-102729591.webp', 'https://cache3.pakwheels.com/ad_pictures/1027/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2014-102729582.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2014-102729587.webp', 'https://cache2.pakwheels.com/ad_pictures/1027/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2014-102729595.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2014-102729594.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2014-102729597.webp', 'https://cache3.pakwheels.com/ad_pictures/1027/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2014-102729586.webp', 'https://cache3.pakwheels.com/ad_pictures/1027/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2014-102729581.webp', 'https://cache2.pakwheels.com/ad_pictures/1027/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2014-102729589.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2014-102729592.webp', 'https://cache2.pakwheels.com/ad_pictures/1027/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2014-102729584.webp', 'https://cache2.pakwheels.com/ad_pictures/1027/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2014-102729583.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2014-102729596.webp', 'https://cache2.pakwheels.com/ad_pictures/1027/honda-civic-vti-1-8-i-vtec-oriel-prosmatec-2014-102729585.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2014
","60,000 km",Petrol,Automatic,Lahore,Bronze,Local,1800 cc,Sedan,"Jun 05, 2024",8803933,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cruise Control', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  URBAN TITANIUM METALLICBrand new carTotal geniune Urgent sale
    
"
Daihatsu Cast Style G SA III 2021,PKR 39.99 lacs,,multan, Multan Punjab,"['https://cache1.pakwheels.com/ad_pictures/1018/daihatsu-cast-style-g-2021-101800663.webp', 'https://cache2.pakwheels.com/ad_pictures/1018/daihatsu-cast-style-g-2021-101800665.webp', 'https://cache3.pakwheels.com/ad_pictures/1018/daihatsu-cast-style-g-2021-101800671.webp', 'https://cache4.pakwheels.com/ad_pictures/1018/daihatsu-cast-style-g-2021-101800666.webp', 'https://cache3.pakwheels.com/ad_pictures/1018/daihatsu-cast-style-g-2021-101800664.webp', 'https://cache3.pakwheels.com/ad_pictures/1018/daihatsu-cast-style-g-2021-101800661.webp', 'https://cache3.pakwheels.com/ad_pictures/1018/daihatsu-cast-style-g-2021-101800667.webp', 'https://cache1.pakwheels.com/ad_pictures/1018/daihatsu-cast-style-g-2021-101800672.webp', 'https://cache1.pakwheels.com/ad_pictures/1018/daihatsu-cast-style-g-2021-101800674.webp', 'https://cache1.pakwheels.com/ad_pictures/1018/daihatsu-cast-style-g-2021-101800675.webp', 'https://cache1.pakwheels.com/ad_pictures/1018/daihatsu-cast-style-g-2021-101800669.webp', 'https://cache2.pakwheels.com/ad_pictures/1018/daihatsu-cast-style-g-2021-101800670.webp', 'https://cache4.pakwheels.com/ad_pictures/1018/daihatsu-cast-style-g-2021-101800678.webp', 'https://cache3.pakwheels.com/ad_pictures/1018/daihatsu-cast-style-g-2021-101800676.webp', 'https://cache4.pakwheels.com/ad_pictures/1018/daihatsu-cast-style-g-2021-101800673.webp', 'https://cache4.pakwheels.com/ad_pictures/1018/daihatsu-cast-style-g-2021-101800677.webp', 'https://cache4.pakwheels.com/ad_pictures/1018/daihatsu-cast-style-g-2021-101800668.webp', 'https://cache3.pakwheels.com/ad_pictures/1018/daihatsu-cast-style-g-2021-101800662.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/daihatsu-cast-style-g-2021-102734614.webp']","2021
","12,237 km",Petrol,Automatic,Un-Registered,Maroon,Imported,660 cc,Hatchback,"Jun 05, 2024",8733295,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' CD Player', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  ITS 4.5  GRADE CAR 2024 IMPORT 2021 MODAL VISIT DANIAL JAPAN MOTOR  MULTAN   
    
"
Suzuki Alto VXR (CNG) 2005,PKR 7 lacs,,multan," Cantt, Multan Punjab","['https://cache1.pakwheels.com/ad_pictures/1028/suzuki-alto-vxr-cng-2005-102837987.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/suzuki-alto-vxr-cng-2005-102837990.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/suzuki-alto-vxr-cng-2005-102837981.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/suzuki-alto-vxr-cng-2005-102837994.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/suzuki-alto-vxr-cng-2005-102837995.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/suzuki-alto-vxr-cng-2005-102837984.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/suzuki-alto-vxr-cng-2005-102837991.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/suzuki-alto-vxr-cng-2005-102837985.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/suzuki-alto-vxr-cng-2005-102837989.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/suzuki-alto-vxr-cng-2005-102837993.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/suzuki-alto-vxr-cng-2005-102837988.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/suzuki-alto-vxr-cng-2005-102837982.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/suzuki-alto-vxr-cng-2005-102837983.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/suzuki-alto-vxr-cng-2005-102837992.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/suzuki-alto-vxr-cng-2005-102837986.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2005
","100,000 km",Petrol,Manual,Multan,White,Imported,1000 cc,Hatchback,"Jun 08, 2024",8812487,"[' AM/FM Radio', ' Air Conditioning']","
  Lcd panel installNew poshishOuter showerInner genuine 10/10Engine suspension 100%Urgent for sale
    
"
Toyota Hilux 2005,PKR 44 lacs,,multan, Multan Punjab,"['https://cache3.pakwheels.com/ad_pictures/1017/toyota-hilux-2005-101760213.webp', 'https://cache2.pakwheels.com/ad_pictures/1017/toyota-hilux-2005-101760212.webp', 'https://cache3.pakwheels.com/ad_pictures/1024/toyota-hilux-2005-102400185.webp', 'https://cache1.pakwheels.com/ad_pictures/1024/toyota-hilux-2005-102400184.webp', 'https://cache1.pakwheels.com/ad_pictures/1017/toyota-hilux-2005-101760205.webp', 'https://cache3.pakwheels.com/ad_pictures/1024/toyota-hilux-2005-102400186.webp', 'https://cache4.pakwheels.com/ad_pictures/1017/toyota-hilux-2005-101760209.webp', 'https://cache1.pakwheels.com/ad_pictures/1017/toyota-hilux-2005-101760210.webp', 'https://cache3.pakwheels.com/ad_pictures/1017/toyota-hilux-2005-101760206.webp', 'https://cache1.pakwheels.com/ad_pictures/1017/toyota-hilux-2005-101760207.webp', 'https://cache4.pakwheels.com/ad_pictures/1017/toyota-hilux-2005-101760208.webp', 'https://cache1.pakwheels.com/ad_pictures/1017/toyota-hilux-2005-101760214.webp', 'https://cache4.pakwheels.com/ad_pictures/1017/toyota-hilux-2005-101760211.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2005
","180,000 km",Diesel,Manual,Sindh,Beige,Imported,3000 cc,N/A,"Jun 08, 2024",8730512,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cassette Player', ' CoolBox', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System']","
  Facelife Rocco GR 2024Gift for Vigo lover3000 Turbo 1KD Engine Thailand Model 2011 Import Commercial no (Karachi)Engine 100% Suspension 100% Ac workingOriginal smart card available All documents clear Token tax paid till 2024Original number plates available All maintenance history is available Alloy rimsLcd panelNo work required just buy and driveAll Original parts availibleCommercial no (Karachi)Engine 100% Suspension 100% Ac workingOriginal smart card available All documents clear Token tax paid till 2024Original number plates available All maintenance history is available Alloy rimsLcd panelNo work required just buy and driveAll Original parts availible
    
"
Suzuki Every PC 2016,PKR 15.9 lacs,,multan," Cantt, Multan Punjab","['https://cache3.pakwheels.com/ad_pictures/1028/suzuki-every-pc-2016-102835086.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/suzuki-every-pc-2016-102835090.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/suzuki-every-pc-2016-102835088.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/suzuki-every-pc-2016-102835091.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/suzuki-every-pc-2016-102835087.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/suzuki-every-pc-2016-102835089.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2016
","15,230 km",Petrol,Automatic,Islamabad,Silver Metallic,Imported,660 cc,Micro Van,"Jun 08, 2024",8812301,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Steering', ' Power Windows']","
  Total genuine full option family use urgent for sale please connect me
    
"
Daihatsu Mira Tocot 2019,PKR 28.5 lacs,,multan," Cantt, Multan Punjab","['https://cache4.pakwheels.com/ad_pictures/1028/daihatsu-mira-tocot-2019-102834761.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/daihatsu-mira-tocot-2019-102834762.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/daihatsu-mira-tocot-2019-102834763.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/daihatsu-mira-tocot-2019-102834764.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/daihatsu-mira-tocot-2019-102834765.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/daihatsu-mira-tocot-2019-102834766.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/daihatsu-mira-tocot-2019-102834767.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/daihatsu-mira-tocot-2019-102834768.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/daihatsu-mira-tocot-2019-102834769.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/daihatsu-mira-tocot-2019-102834770.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/daihatsu-mira-tocot-2019-102834771.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/daihatsu-mira-tocot-2019-102834772.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2019
","60,000 km",Petrol,Automatic,Punjab,Blue,Imported,660 cc,Hatchback,"Jun 07, 2024",8812254,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' Climate Control', ' Front Speakers', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Rear Camera', ' Rear Speakers', ' USB and Auxillary Cable']","
  Daihatsu Mira TocotModel: 2019/22Top of the line variant60000-km genuine mileagePUNJAB REGISTERED2 fenders touch up, rest is genuine24-25 km/lit fuel average Radar controlAuto breakAnticollision  systemLane assistLane maintainenceAuto climate controlMultimedia, telescopic stearingAuto retractable mirrorsParking sensors Heated seats 

"
Haval H6 HEV 2024,PKR 1.23 crore,,multan, Multan Punjab,['https://cache2.pakwheels.com/ad_pictures/1028/haval-h6-hev-2024-102832670.webp'],"2024
                        ",350 km,Hybrid,Automatic,Un-Registered,Diamond Black,Local,1500 cc,Compact SUV,"Jun 07, 2024",8812112,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' Cruise Control', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  Invoice in Hand. Burgundy Interior.

"
Daihatsu Mira G Smart Drive Package 2012,PKR 21.95 lacs,,multan," Cantt, Multan Punjab","['https://cache2.pakwheels.com/ad_pictures/1023/daihatsu-mira-g-smart-drive-package-2012-102362029.webp', 'https://cache2.pakwheels.com/ad_pictures/1023/daihatsu-mira-g-smart-drive-package-2012-102362032.webp', 'https://cache4.pakwheels.com/ad_pictures/1023/daihatsu-mira-g-smart-drive-package-2012-102362030.webp', 'https://cache3.pakwheels.com/ad_pictures/1023/daihatsu-mira-g-smart-drive-package-2012-102362027.webp', 'https://cache3.pakwheels.com/ad_pictures/1023/daihatsu-mira-g-smart-drive-package-2012-102362033.webp', 'https://cache4.pakwheels.com/ad_pictures/1023/daihatsu-mira-g-smart-drive-package-2012-102362034.webp', 'https://cache2.pakwheels.com/ad_pictures/1023/daihatsu-mira-g-smart-drive-package-2012-102362028.webp', 'https://cache3.pakwheels.com/ad_pictures/1023/daihatsu-mira-g-smart-drive-package-2012-102362031.webp', 'https://cache4.pakwheels.com/ad_pictures/1023/daihatsu-mira-g-smart-drive-package-2012-102362036.webp', 'https://cache2.pakwheels.com/ad_pictures/1023/daihatsu-mira-g-smart-drive-package-2012-102362037.webp', 'https://cache3.pakwheels.com/ad_pictures/1023/daihatsu-mira-g-smart-drive-package-2012-102362038.webp', 'https://cache4.pakwheels.com/ad_pictures/1023/daihatsu-mira-g-smart-drive-package-2012-102362040.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2012
","85,000 km",Petrol,Automatic,Lahore,Black,Imported,660 cc,Hatchback,"Jun 07, 2024",8775356,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' CD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  mira G smart drive package model 2012 import 2015 registeration 2018 full option new tyre new dry battery chill AC back camera radar line access sound system fuel average in city 22+ powerful engine suspension transmission 100 percent OK original document life time token paid Lahore registration original number plate on my name serious buyer contact. . .
    
"
Honda City i-DSI Vario 2008,PKR 20 lacs,,multan," Rasheedabad, Multan Punjab","['https://cache2.pakwheels.com/ad_pictures/1028/honda-city-i-dsi-vario-2008-102832156.webp', 'https://cache4.pakwheels.com/ad_pictures/1028/honda-city-i-dsi-vario-2008-102832155.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-city-i-dsi-vario-2008-102832153.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-city-i-dsi-vario-2008-102832159.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-city-i-dsi-vario-2008-102832161.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-city-i-dsi-vario-2008-102832160.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-city-i-dsi-vario-2008-102832154.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-city-i-dsi-vario-2008-102832166.webp', 'https://cache1.pakwheels.com/ad_pictures/1028/honda-city-i-dsi-vario-2008-102832163.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-city-i-dsi-vario-2008-102832162.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-city-i-dsi-vario-2008-102832165.webp', 'https://cache3.pakwheels.com/ad_pictures/1028/honda-city-i-dsi-vario-2008-102832168.webp', 'https://cache2.pakwheels.com/ad_pictures/1028/honda-city-i-dsi-vario-2008-102832175.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2008
","200,000 km",Petrol,Automatic,Punjab,Alabaster Silver,Local,1300 cc,Sedan,"Jun 07, 2024",8812078,"[' AM/FM Radio', ' Air Conditioning', ' Cassette Player', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  All original documents are complete  . Totally driven on petrol. New tires installed recently . Never got into accident. Original book is available as well. Token tax is up to date. Original return file is available .
    
"
