title,price,city,location,images,modelyear,millage,fueltype,transmission,registeredin,color,assembly,enginecapacity,bodytype,lastupdated,adref,carfeatures,sellercomments
Honda Civic EXi Automatic 2000,PKR 14.9 lacs,islamabad," Bahria Town, Islamabad Islamabad","['https://cache1.pakwheels.com/ad_pictures/1027/honda-civic-exi-automatic-1999-102787009.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/honda-civic-exi-automatic-1999-102766668.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/honda-civic-exi-automatic-1999-102766663.webp', 'https://cache3.pakwheels.com/ad_pictures/1027/honda-civic-exi-automatic-1999-102766675.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/honda-civic-exi-automatic-1999-102766669.webp', 'https://cache3.pakwheels.com/ad_pictures/1027/honda-civic-exi-automatic-1999-102766665.webp', 'https://cache3.pakwheels.com/ad_pictures/1027/honda-civic-exi-automatic-1999-102766673.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/honda-civic-exi-automatic-1999-102766664.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/honda-civic-exi-automatic-1999-102766676.webp', 'https://cache3.pakwheels.com/ad_pictures/1027/honda-civic-exi-automatic-1999-102766681.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/honda-civic-exi-automatic-1999-102766678.webp', 'https://cache3.pakwheels.com/ad_pictures/1027/honda-civic-exi-automatic-1999-102766686.webp', 'https://cache3.pakwheels.com/ad_pictures/1027/honda-civic-exi-automatic-1999-102766685.webp', 'https://cache2.pakwheels.com/ad_pictures/1027/honda-civic-exi-automatic-1999-102766680.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/honda-civic-exi-automatic-1999-102766674.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/honda-civic-exi-automatic-1999-102766682.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/honda-civic-exi-automatic-1999-102766687.webp', 'https://cache3.pakwheels.com/ad_pictures/1027/honda-civic-exi-automatic-1999-102766690.webp', 'https://cache2.pakwheels.com/ad_pictures/1027/honda-civic-exi-automatic-1999-102766689.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/honda-civic-exi-automatic-1999-102787008.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2000
","180,000 km",Petrol,Automatic,Lahore,Black,Local,1500 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/honda-civic-2000-for-sale-in-islamabad-8806960,"[' AM/FM Radio', ' Air Conditioning', ' Cassette Player', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Honda civic 1999 model registered on my name automatic transmission one of the cleanest ek of twin cities brand new rim tyresChilled ac mechanically suspension wise engine wise 100% no work required just buy and driveLcd back cam installed fog lamps installedInside total geniune non accidental outer showered for fresh lookComplete file original plates available tokens upto date. Serious buyers only sorry to dealers and brokers JazakAllah
    
"
Suzuki Cultus EURO II 2015,PKR 16.5 lacs,islamabad," Tarnol, Islamabad Islamabad","['https://cache4.pakwheels.com/ad_pictures/1029/suzuki-cultus-vxri-euro-ii-2015-102980110.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-cultus-vxri-euro-ii-2015-102980112.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-cultus-vxri-euro-ii-2015-102980107.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-cultus-vxri-euro-ii-2015-102980113.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-cultus-vxri-euro-ii-2015-102980106.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-cultus-vxri-euro-ii-2015-102980109.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-cultus-vxri-euro-ii-2015-102980111.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-cultus-vxri-euro-ii-2015-102980108.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-cultus-vxri-euro-ii-2015-102980117.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-cultus-vxri-euro-ii-2015-102980115.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2015
","100,000 km",Petrol,Manual,Islamabad,White,Local,1000 cc,Hatchback,"Jun 10, 2024",https://www.pakwheels.com/used-cars/suzuki-cultus-2015-for-sale-in-islamabad-8823201,"[' AM/FM Radio', ' Air Conditioning', ' CD Player', ' DVD Player']","
  After Market Alloy rims. 100% maintained by dealership. Original return file is available . Complete service history available. Totally driven on petrol. All token taxes are paid for life . As good as a brand new car. Paint touchups in a few places. Non accidental. Original book is available as well. Price is flexible. Engine in pristine condition . Urgently need to sellthe  car.
    
"
Mitsubishi Ek Wagon 2007,PKR 17.3 lacs,islamabad," Gulberg, Islamabad Islamabad","['https://cache2.pakwheels.com/ad_pictures/1023/mitsubishi-ek-wagon-2007-102376533.webp', 'https://cache1.pakwheels.com/ad_pictures/1023/mitsubishi-ek-wagon-2007-102376535.webp', 'https://cache1.pakwheels.com/ad_pictures/1023/mitsubishi-ek-wagon-2007-102376531.webp', 'https://cache3.pakwheels.com/ad_pictures/1023/mitsubishi-ek-wagon-2007-102376537.webp', 'https://cache2.pakwheels.com/ad_pictures/1023/mitsubishi-ek-wagon-2007-102376530.webp', 'https://cache2.pakwheels.com/ad_pictures/1023/mitsubishi-ek-wagon-2007-102376529.webp', 'https://cache2.pakwheels.com/ad_pictures/1023/mitsubishi-ek-wagon-2007-102376539.webp', 'https://cache4.pakwheels.com/ad_pictures/1023/mitsubishi-ek-wagon-2007-102376532.webp', 'https://cache3.pakwheels.com/ad_pictures/1023/mitsubishi-ek-wagon-2007-102376541.webp', 'https://cache1.pakwheels.com/ad_pictures/1023/mitsubishi-ek-wagon-2007-102376536.webp', 'https://cache4.pakwheels.com/ad_pictures/1023/mitsubishi-ek-wagon-2007-102376540.webp', 'https://cache4.pakwheels.com/ad_pictures/1023/mitsubishi-ek-wagon-2007-102376542.webp', 'https://cache4.pakwheels.com/ad_pictures/1023/mitsubishi-ek-wagon-2007-102376534.webp', 'https://cache3.pakwheels.com/ad_pictures/1023/mitsubishi-ek-wagon-2007-102376543.webp', 'https://cache3.pakwheels.com/ad_pictures/1023/mitsubishi-ek-wagon-2007-102376544.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2007
","205,990 km",Petrol,Automatic,Islamabad,White,Imported,660 cc,N/A,"Jun 10, 2024",https://www.pakwheels.com/used-cars/mitsubishi-ek-wagon-2007-for-sale-in-islamabad-8776510,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  In City Average 16 to 17 with ACLong Route Average 19 to 20 plus with ACAutomaticABSAM/FM RADIOAir ConditioningRetractable MirrorsPower WindowsPower Steering Power LockImmobilizer KeyBluetoothDriver side fender touched upIn use of Army Officer since last 8 yesrs Owned by Army Officer. Contact 0333-7129-932Alloy Rims. Owned by Army Officer. 100% original . Totally driven on petrol. All token taxes are paid for life .Never got into accident. All taxes paid. Looking to sell the car urgently.
    
"
Suzuki Alto L 2017,PKR 28.75 lacs,islamabad," E-7, Islamabad Islamabad","['https://cache1.pakwheels.com/ad_pictures/1029/suzuki-alto-l-27-2017-102979939.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-alto-l-27-2017-102979919.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-alto-l-27-2017-102979941.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-alto-l-27-2017-102979920.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-alto-l-27-2017-102979930.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-alto-l-27-2017-102979938.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-alto-l-27-2017-102979940.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-alto-l-27-2017-102979918.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-alto-l-27-2017-102979928.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-alto-l-27-2017-102979929.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-alto-l-27-2017-102979932.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-alto-l-27-2017-102979942.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2017
","55,000 km",Petrol,Automatic,Islamabad,White,Imported,660 cc,Hatchback,"Jun 10, 2024",https://www.pakwheels.com/used-cars/suzuki-alto-2017-for-sale-in-islamabad-8823191,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  2017 Model / 2020 Registered.First Owner Car. Kept with extreme care. 4 Grade. Bumper to Bumper original. No touching on car. Brand New battery Brand New tyres. Car interior and Exterior 100% Local Avg 25-26 Also showing on meter.Never went on long route. Ene-Charge. 
    
"
Mazda Flair XG 2017,PKR 31.5 lacs,islamabad," G- 5, Islamabad Islamabad","['https://cache1.pakwheels.com/ad_pictures/9683/mazda-flair-xg-4-2017-96838523.webp', 'https://cache3.pakwheels.com/ad_pictures/9683/mazda-flair-xg-4-2017-96838518.webp', 'https://cache4.pakwheels.com/ad_pictures/9683/mazda-flair-xg-4-2017-96838519.webp', 'https://cache3.pakwheels.com/ad_pictures/9683/mazda-flair-xg-4-2017-96838521.webp', 'https://cache1.pakwheels.com/ad_pictures/9683/mazda-flair-xg-4-2017-96838520.webp', 'https://cache3.pakwheels.com/ad_pictures/9683/mazda-flair-xg-4-2017-96838517.webp', 'https://cache4.pakwheels.com/ad_pictures/9683/mazda-flair-xg-4-2017-96838515.webp', 'https://cache2.pakwheels.com/ad_pictures/9683/mazda-flair-xg-4-2017-96838516.webp', 'https://cache2.pakwheels.com/ad_pictures/9683/mazda-flair-xg-4-2017-96838524.webp', 'https://cache2.pakwheels.com/ad_pictures/9683/mazda-flair-xg-4-2017-96838522.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2017
","93,000 km",Hybrid,Automatic,Lahore,White,Imported,660 cc,Mini Van,"Jun 10, 2024",https://www.pakwheels.com/used-cars/mazda-flair-2017-for-sale-in-islamabad-8390931,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Mazda Flare, model 2017, registered in 2019, Full option, Radar system lane assist, pearl white color, dashcam front recording system, multimedia steering, back camera LCD, 2 air bags, push start, climate control, keyless entry, driver sear height adjustment, driver heated seat, traction control, steering tilt adjustment, hybrid, 27km per liter average. Complete original file is availble . Lifetime token tax paid. Just like a Zero Meter car. Non accidental. Sealed and powerful engine .
    
"
Hyundai Sonata 2.5 2023,PKR 1.06 crore,islamabad, Islamabad Islamabad,"['https://cache3.pakwheels.com/ad_pictures/1029/hyundai-sonata-2-5-2-2023-102979924.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/hyundai-sonata-2-5-2-2023-102979927.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/hyundai-sonata-2-5-2-2023-102979925.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/hyundai-sonata-2-5-2-2023-102979923.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/hyundai-sonata-2-5-2-2023-102979921.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/hyundai-sonata-2-5-2-2023-102979922.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/hyundai-sonata-2-5-2-2023-102979926.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2023
","3,000 km",Petrol,Automatic,Un-Registered,Metallic Silver,Local,2500 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/hyundai-sonata-2023-for-sale-in-islamabad-8823180,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' Cruise Control', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  • Zero meter• Not even a single dot on Car• Double biometric available for Registration and Transfer • Spotless condition • For more details contact
    
"
Toyota Prius S 1.8 2011,PKR 40.5 lacs,islamabad," B-17, Islamabad Islamabad","['https://cache2.pakwheels.com/ad_pictures/1029/toyota-prius-s-1-8-2011-102913460.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-prius-s-1-8-2011-102913453.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-prius-s-1-8-2011-102913461.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-prius-s-1-8-2011-102913459.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-prius-s-1-8-2011-102913458.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2011
","81,550 km",Hybrid,Automatic,Punjab,White,Imported,1800 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/toyota-prius-2011-for-sale-in-islamabad-8818063,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Lightweight allow rims .
    
"
Suzuki Mehran VX Euro II 2016,PKR 10.9 lacs,islamabad," I- 8, Islamabad Islamabad","['https://cache4.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2016-102979153.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2016-102979152.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2016-102979171.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2016-102979172.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2016-102979165.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2016-102979174.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2016-102979170.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2016-102979169.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-mehran-vx-euro-ii-2016-102979173.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2016
","90,000 km",Petrol,Manual,Islamabad,Graphite Grey,Local,796 cc,Hatchback,"Jun 10, 2024",https://www.pakwheels.com/used-cars/suzuki-mehran-2016-for-sale-in-islamabad-8823138,"[' AM/FM Radio', ' CD Player', ' Immobilizer Key']","
  Mehran VX 2016 Model Round shower for fresh lookinside Totally original Ac installed second owner urgent Sale only for serious Buyer
    
"
Suzuki Cultus VXR 2022,PKR 34 lacs,islamabad," F- 7, Islamabad Islamabad","['https://cache3.pakwheels.com/ad_pictures/1026/suzuki-cultus-vxr-2022-102628725.webp', 'https://cache3.pakwheels.com/ad_pictures/1026/suzuki-cultus-vxr-2022-102628727.webp', 'https://cache1.pakwheels.com/ad_pictures/1026/suzuki-cultus-vxr-2022-102628742.webp', 'https://cache1.pakwheels.com/ad_pictures/1026/suzuki-cultus-vxr-2022-102628734.webp', 'https://cache4.pakwheels.com/ad_pictures/1026/suzuki-cultus-vxr-2022-102628733.webp', 'https://cache2.pakwheels.com/ad_pictures/1026/suzuki-cultus-vxr-2022-102628736.webp', 'https://cache1.pakwheels.com/ad_pictures/1026/suzuki-cultus-vxr-2022-102628758.webp', 'https://cache1.pakwheels.com/ad_pictures/1026/suzuki-cultus-vxr-2022-102628762.webp', 'https://cache3.pakwheels.com/ad_pictures/1026/suzuki-cultus-vxr-2022-102628761.webp', 'https://cache3.pakwheels.com/ad_pictures/1026/suzuki-cultus-vxr-2022-102628763.webp', 'https://cache3.pakwheels.com/ad_pictures/1026/suzuki-cultus-vxr-2022-102628757.webp', 'https://cache4.pakwheels.com/ad_pictures/1026/suzuki-cultus-vxr-2022-102628768.webp', 'https://cache2.pakwheels.com/ad_pictures/1026/suzuki-cultus-vxr-2022-102628766.webp', 'https://cache4.pakwheels.com/ad_pictures/1026/suzuki-cultus-vxr-2022-102628767.webp', 'https://cache2.pakwheels.com/ad_pictures/1026/suzuki-cultus-vxr-2022-102628764.webp', 'https://cache4.pakwheels.com/ad_pictures/1026/suzuki-cultus-vxr-2022-102628765.webp']","2022
","40,477 km",Petrol,Manual,Islamabad,White,Local,1000 cc,Hatchback,"Jun 10, 2024",https://www.pakwheels.com/used-cars/suzuki-cultus-2022-for-sale-in-islamabad-8795844,"[' AM/FM Radio', ' Air Conditioning', ' CD Player', ' Front Speakers', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Steering', ' Power Windows', ' USB and Auxillary Cable']","
  -Noc will be provided at the time of deal - PakWheels inspected car- Inspection report attached- Number plates available- 1st Owner- Token Tax Paid- Manufacture 2022- Registered 2022- Documents available- 1 keys available
    
"
Hyundai Tucson AWD A/T Ultimate 2023,PKR 85.5 lacs,islamabad, Islamabad Islamabad,"['https://cache2.pakwheels.com/ad_pictures/1029/hyundai-tucson-awd-a-t-ultimate-2023-102979660.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/hyundai-tucson-awd-a-t-ultimate-2023-102979663.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/hyundai-tucson-awd-a-t-ultimate-2023-102979659.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/hyundai-tucson-awd-a-t-ultimate-2023-102979662.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/hyundai-tucson-awd-a-t-ultimate-2023-102979657.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/hyundai-tucson-awd-a-t-ultimate-2023-102979661.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/hyundai-tucson-awd-a-t-ultimate-2023-102979658.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2023
","24,650 km",Petrol,Automatic,Islamabad,Polar White,Local,2000 cc,SUV,"Jun 10, 2024",https://www.pakwheels.com/used-cars/hyundai-tucson-2023-for-sale-in-islamabad-8823166,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CoolBox', ' Cruise Control', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  • Just like zero meter• No touching not even on bumpers • Islamabad registered • Imported body kits installed • New Rims and Parking sensors• Company maintained with warranty log• Biometric available for Transfer 
    
"
Toyota Corolla Altis SR Cruisetronic 1.6 2012,PKR 25.4 lacs,islamabad, Islamabad Islamabad,"['https://cache1.pakwheels.com/ad_pictures/1029/toyota-corolla-1-6-cruisetronic-sr-2012-102979523.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-corolla-1-6-cruisetronic-sr-2012-102979518.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-corolla-1-6-cruisetronic-sr-2012-102979521.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-corolla-1-6-cruisetronic-sr-2012-102979520.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-corolla-1-6-cruisetronic-sr-2012-102979519.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-corolla-1-6-cruisetronic-sr-2012-102979522.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-corolla-1-6-cruisetronic-sr-2012-102979517.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-corolla-1-6-cruisetronic-sr-2012-102979516.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2012
","71,200 km",Petrol,Automatic,Islamabad,White,Local,1600 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-islamabad-8823157,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cruise Control', ' DVD Player', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  Model = 2012Islamabad Registered in 201371200 KM driven with Great Care...family used carBrand New original ConditionOriginal paint.... Almost Scratch less Car...Neat and clean Interior and exterior.... Very less usedToyota Company Maintained... Mechanically just like zero meter 100% perfect..! Interior smells still like new as well as exteriorBeautifull Looking best car in townIt's full option top of the line variant model ... Addition things included pioneer heavy sound system and Hids installedPerfect car for home used... Trouble freeSphere wheel Unused...Oringnal Altis lcd and back camera as well...Only interested people contact please...dealers hazrat sa phele hi mazrat After Market Alloy rims. Inside out fully original. Petrol driven, CNG never installed . In showroom condition. New tires installed recently . Never got into accident. Original book is available as well. Will be sold to nearest offer. Engine in pristine condition . All taxes paid. Urgently need
    
"
Suzuki Swift DLX 1.3 Navigation  2019,PKR 26.85 lacs,islamabad," Islamabad Expressway, Islamabad Islamabad","['https://cache1.pakwheels.com/ad_pictures/1029/suzuki-swift-dlx-1-3-navigation-2019-102979373.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-swift-dlx-1-3-navigation-2019-102979371.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-swift-dlx-1-3-navigation-2019-102979377.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-swift-dlx-1-3-navigation-2019-102979379.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-swift-dlx-1-3-navigation-2019-102979372.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-swift-dlx-1-3-navigation-2019-102979382.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-swift-dlx-1-3-navigation-2019-102979374.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-swift-dlx-1-3-navigation-2019-102979378.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-swift-dlx-1-3-navigation-2019-102979385.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-swift-dlx-1-3-navigation-2019-102979394.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-swift-dlx-1-3-navigation-2019-102979391.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/suzuki-swift-dlx-1-3-navigation-2019-102979389.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-swift-dlx-1-3-navigation-2019-102979397.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-swift-dlx-1-3-navigation-2019-102979395.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/suzuki-swift-dlx-1-3-navigation-2019-102979387.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-swift-dlx-1-3-navigation-2019-102979392.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/suzuki-swift-dlx-1-3-navigation-2019-102979399.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-swift-dlx-1-3-navigation-2019-102979398.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/suzuki-swift-dlx-1-3-navigation-2019-102979400.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2019
","69,000 km",Petrol,Manual,Rawalpindi,Solid White,Local,1300 cc,Hatchback,"Jun 10, 2024",https://www.pakwheels.com/used-cars/suzuki-swift-2019-for-sale-in-islamabad-8823156,"[' ABS', ' AM/FM Radio', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  -Total genuine body no repaint -Scratch less in brand new condition -New tyres - Engine suspension A.C 100%-Complete file with smart card - 100% maintained by dealership.
    
"
Honda Civic RS 2024,PKR 1.01 crore,islamabad, Islamabad Islamabad,"['https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-civic-rs-2024-102979311.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-civic-rs-2024-102979307.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-civic-rs-2024-102979308.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-civic-rs-2024-102979310.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-civic-rs-2024-102979309.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-civic-civic-rs-2024-102979306.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2024
                        ",8 km,Petrol,Automatic,Un-Registered,Taffeta White,Local,1500 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/honda-civic-2024-for-sale-in-islamabad-8823155,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CoolBox', ' Cruise Control', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  • Zero meter• Open Invoice car• Fresh delivery • RS. 10014500/- invoice price
    
"
Changan Kalam 2024,PKR 4 lacs,islamabad," E-7, Islamabad Islamabad","['https://cache4.pakwheels.com/ad_pictures/1029/changan-kalam-2024-102979485.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/changan-kalam-2024-102979487.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/changan-kalam-2024-102979488.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/changan-kalam-2024-102979486.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/changan-kalam-2024-102979489.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2024
                        ","40,000 km",Petrol,Automatic,Un-Registered,White,Imported,500 cc,N/A,"Jun 10, 2024",https://www.pakwheels.com/used-cars/changan-kalam-2024-for-sale-in-islamabad-8823154,[' Alloy Rims'],"
  Original brand new  In showroom condition.
    
"
