title,price,city,location,images,modelyear,millage,fueltype,transmission,registeredin,color,assembly,enginecapacity,bodytype,lastupdated,adref,carfeatures,sellercomments
Toyota Prius S LED Edition 1.8 2011,PKR 40 lacs,lahore," Cantt, Lahore Punjab","['https://cache1.pakwheels.com/ad_pictures/1018/toyota-prius-s-led-edition-1-8-2011-101852982.webp', 'https://cache3.pakwheels.com/ad_pictures/1018/toyota-prius-s-led-edition-1-8-2011-101852983.webp', 'https://cache4.pakwheels.com/ad_pictures/1018/toyota-prius-s-led-edition-1-8-2011-101845376.webp', 'https://cache1.pakwheels.com/ad_pictures/1013/toyota-prius-s-led-edition-1-8-2011-101381222.webp', 'https://cache4.pakwheels.com/ad_pictures/1013/toyota-prius-s-led-edition-1-8-2011-101381221.webp', 'https://cache4.pakwheels.com/ad_pictures/1016/toyota-prius-s-led-edition-1-8-2011-101699204.webp', 'https://cache2.pakwheels.com/ad_pictures/1018/toyota-prius-s-led-edition-1-8-2011-101845373.webp', 'https://cache1.pakwheels.com/ad_pictures/1018/toyota-prius-s-led-edition-1-8-2011-101845374.webp', 'https://cache1.pakwheels.com/ad_pictures/1018/toyota-prius-s-led-edition-1-8-2011-101845372.webp', 'https://cache4.pakwheels.com/ad_pictures/1018/toyota-prius-s-led-edition-1-8-2011-101845377.webp', 'https://cache3.pakwheels.com/ad_pictures/1018/toyota-prius-s-led-edition-1-8-2011-101845375.webp', 'https://cache3.pakwheels.com/ad_pictures/1018/toyota-prius-s-led-edition-1-8-2011-101845504.webp', 'https://cache4.pakwheels.com/ad_pictures/1018/toyota-prius-s-led-edition-1-8-2011-101845502.webp', 'https://cache2.pakwheels.com/ad_pictures/1018/toyota-prius-s-led-edition-1-8-2011-101845503.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2011
","146,000 km",Hybrid,Automatic,Lahore,White,Imported,1800 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/toyota-prius-2011-for-sale-in-lahore-8703914,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  total genuine paint all original documents in hand. all fluids recently changed. abs & battery 100%s led edition.new battery city mileage 24-32. 10/10 condition car with no work required .just buy n drivr
    
"
Toyota Prius S Touring Selection 1.8 2011,PKR 39.5 lacs,lahore," Cantt, Lahore Punjab","['https://cache2.pakwheels.com/ad_pictures/1027/toyota-prius-1-8s-touring-selection-2011-102721201.webp', 'https://cache2.pakwheels.com/ad_pictures/1026/toyota-prius-1-8s-touring-selection-2011-102626204.webp', 'https://cache4.pakwheels.com/ad_pictures/1026/toyota-prius-1-8s-touring-selection-2011-102626202.webp', 'https://cache2.pakwheels.com/ad_pictures/1027/toyota-prius-1-8s-touring-selection-2011-102721266.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/toyota-prius-1-8s-touring-selection-2011-102721269.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/toyota-prius-1-8s-touring-selection-2011-102721265.webp', 'https://cache2.pakwheels.com/ad_pictures/1027/toyota-prius-1-8s-touring-selection-2011-102721273.webp', 'https://cache3.pakwheels.com/ad_pictures/1027/toyota-prius-1-8s-touring-selection-2011-102721262.webp', 'https://cache4.pakwheels.com/ad_pictures/1027/toyota-prius-1-8s-touring-selection-2011-102721268.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/toyota-prius-1-8s-touring-selection-2011-102721272.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/toyota-prius-1-8s-touring-selection-2011-102721270.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/toyota-prius-1-8s-touring-selection-2011-102721338.webp', 'https://cache1.pakwheels.com/ad_pictures/1027/toyota-prius-1-8s-touring-selection-2011-102721336.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2011
","160,000 km",Hybrid,Automatic,Lahore,Silver Metallic,Imported,1800 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/toyota-prius-2011-for-sale-in-lahore-8795714,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  V clean family used car .First owner.  Total genuine body Abs & battery clear cruise control ,almost new tyres.No errors or check lights 
    
"
Suzuki Alto VXR 2022,PKR 24 lacs,lahore," Chungi Amar Sadhu, Lahore Punjab","['https://cache4.pakwheels.com/ad_pictures/1022/suzuki-alto-vxr-2-2022-102292684.webp', 'https://cache4.pakwheels.com/ad_pictures/1022/suzuki-alto-vxr-2-2022-102292683.webp', 'https://cache2.pakwheels.com/ad_pictures/1022/suzuki-alto-vxr-2-2022-102292686.webp', 'https://cache4.pakwheels.com/ad_pictures/1022/suzuki-alto-vxr-2-2022-102292680.webp', 'https://cache2.pakwheels.com/ad_pictures/1022/suzuki-alto-vxr-2-2022-102292694.webp', 'https://cache2.pakwheels.com/ad_pictures/1022/suzuki-alto-vxr-2-2022-102292692.webp', 'https://cache1.pakwheels.com/ad_pictures/1022/suzuki-alto-vxr-2-2022-102292695.webp', 'https://cache2.pakwheels.com/ad_pictures/1022/suzuki-alto-vxr-2-2022-102292688.webp', 'https://cache2.pakwheels.com/ad_pictures/1022/suzuki-alto-vxr-2-2022-102292697.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2022
","35,991 km",Petrol,Manual,Sindh,Solid White,Local,660 cc,Hatchback,"Jun 10, 2024",https://www.pakwheels.com/used-cars/suzuki-alto-2022-for-sale-in-lahore-8770134,"[' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Steering']","
  Authorized dealership maintained. Complete service details available. As good as a brand new car. Looking to sell the car urgently.
    
"
Lexus LX Series LX570 2019,PKR 6.75 crore,lahore," Model Town, Lahore Punjab","['https://cache1.pakwheels.com/ad_pictures/1006/lexus-lx-series-lx570-2019-100687822.webp', 'https://cache3.pakwheels.com/ad_pictures/1006/lexus-lx-series-lx570-2019-100687655.webp', 'https://cache2.pakwheels.com/ad_pictures/9967/lexus-lx-series-lx570-2019-99671131.webp', 'https://cache1.pakwheels.com/ad_pictures/9967/lexus-lx-series-lx570-2019-99671068.webp', 'https://cache4.pakwheels.com/ad_pictures/1006/lexus-lx-series-lx570-2019-100687650.webp', 'https://cache3.pakwheels.com/ad_pictures/1006/lexus-lx-series-lx570-2019-100687657.webp', 'https://cache1.pakwheels.com/ad_pictures/9967/lexus-lx-series-lx570-2019-99671070.webp', 'https://cache3.pakwheels.com/ad_pictures/9967/lexus-lx-series-lx570-2019-99671072.webp', 'https://cache2.pakwheels.com/ad_pictures/9967/lexus-lx-series-lx570-2019-99671065.webp', 'https://cache2.pakwheels.com/ad_pictures/9967/lexus-lx-series-lx570-2019-99671059.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2019
","37,000 km",Petrol,Automatic,Un-Registered,White,Imported,5700 cc,SUV,"Jun 10, 2024",https://www.pakwheels.com/used-cars/lexus-lx-series-2019-for-sale-in-lahore-8584726,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' CoolBox', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  NOTE: SORRY FOR TIME WASTERS AND DEALERS!ONLY BLACK/BEIGE UNIT IN COUNTRY!NOTE: SORRY FOR TIME WASTERS AND DEALERS!MODEL YEAR: 2019FRESH IMPORT: 2024 (NEW DUTY) DIRECT IMPORT FROM JAPANBRAND NEW LX LIMITED EDITIONFULL HOUSETYRE PRESSURE MONITORING SYSTEM MARK LEVANSOR SOUND SYSTEMHEAD UP DISPLAYWIRELESS CHARGER AUTOPARKING F1PEDDLE SHIFTERSMILAGE AND PAINT CAN BE VERIFIED FROM ANYWHERE4.5AA Grade Auction Sheet VerifiableFULL BEIGE INTERIOR 

"
Nissan Juke 15RX Premium Personalize Package 2011,PKR 29.5 lacs,lahore," DHA Defence, Lahore Punjab","['https://cache3.pakwheels.com/ad_pictures/1029/nissan-juke-15rx-urban-selection-premium-white-package-2011-102977694.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/nissan-juke-15rx-urban-selection-premium-white-package-2011-102977678.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/nissan-juke-15rx-urban-selection-premium-white-package-2011-102977693.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/nissan-juke-15rx-urban-selection-premium-white-package-2011-102977687.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/nissan-juke-15rx-urban-selection-premium-white-package-2011-102977679.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/nissan-juke-15rx-urban-selection-premium-white-package-2011-102977691.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/nissan-juke-15rx-urban-selection-premium-white-package-2011-102977682.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/nissan-juke-15rx-urban-selection-premium-white-package-2011-102977688.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/nissan-juke-15rx-urban-selection-premium-white-package-2011-102977692.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/nissan-juke-15rx-urban-selection-premium-white-package-2011-102977686.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/nissan-juke-15rx-urban-selection-premium-white-package-2011-102977690.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2011
","110,000 km",Petrol,Automatic,Islamabad,Burgundy,Imported,1500 cc,SUV,"Jun 10, 2024",https://www.pakwheels.com/used-cars/nissan-juke-2011-for-sale-in-lahore-8822993,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  First owner Total Genuine paint Excellent condition Push start climate control Original mileage driven in dha Family occasionally used New tyres installed Price is final Only serious buyer contact me 
    
"
Range Rover Autobiography P400e 2019,PKR 3.95 crore,lahore," Model Town, Lahore Punjab","['https://cache3.pakwheels.com/ad_pictures/1016/range-rover-autobiography-p400e-3-2019-101661570.webp', 'https://cache3.pakwheels.com/ad_pictures/1016/range-rover-autobiography-p400e-3-2019-101661583.webp', 'https://cache2.pakwheels.com/ad_pictures/1016/range-rover-autobiography-p400e-3-2019-101661564.webp', 'https://cache3.pakwheels.com/ad_pictures/1016/range-rover-autobiography-p400e-3-2019-101661625.webp', 'https://cache2.pakwheels.com/ad_pictures/1016/range-rover-autobiography-p400e-3-2019-101661559.webp', 'https://cache2.pakwheels.com/ad_pictures/1016/range-rover-autobiography-p400e-3-2019-101661568.webp', 'https://cache4.pakwheels.com/ad_pictures/1016/range-rover-autobiography-p400e-3-2019-101661586.webp', 'https://cache3.pakwheels.com/ad_pictures/1016/range-rover-autobiography-p400e-3-2019-101661567.webp', 'https://cache4.pakwheels.com/ad_pictures/1016/range-rover-autobiography-p400e-3-2019-101661587.webp', 'https://cache1.pakwheels.com/ad_pictures/1016/range-rover-autobiography-p400e-3-2019-101661566.webp', 'https://cache3.pakwheels.com/ad_pictures/1016/range-rover-autobiography-p400e-3-2019-101661600.webp', 'https://cache4.pakwheels.com/ad_pictures/1016/range-rover-autobiography-p400e-3-2019-101661607.webp', 'https://cache4.pakwheels.com/ad_pictures/1016/range-rover-autobiography-p400e-3-2019-101661604.webp', 'https://cache1.pakwheels.com/ad_pictures/1016/range-rover-autobiography-p400e-3-2019-101661610.webp', 'https://cache4.pakwheels.com/ad_pictures/1016/range-rover-autobiography-p400e-3-2019-101661613.webp']","2019
","39,000 km",Petrol,Automatic,Un-Registered,White,Imported,2000 cc,SUV,"Jun 10, 2024",https://www.pakwheels.com/used-cars/range-rover-autobiography-2019-for-sale-in-lahore-8723582,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CoolBox', ' Cruise Control', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  NOTE: SORRY FOR TIME WASTERS AND DEALERS!RANGE ROVER SPORT P400 ESUPER DEAL!!ARRIVAL LAHORE JUNE 2024!!MILAGE AND PAINT CAN BE VERIFIED FROM ANYWHERE5AA Grade Auction Sheet VerifiableMANUFACTURING 2019TAYCAN SPORTS CHRONO PACKAGETWO TONE BEIGE INTERIORPEARL WHITE COLOR (MAKE TO ORDER) MERIDIAN SOUND SYSTEM SUCTION DOORSREAR CLIMATE CONTROLTYRE PRESSURE MONITORING SYSTEM HEAD UP DISPLAYADAPTIVE AIRMATIC SUSPENSION PRIVACY GLASS HEATED STEERING MEMORY STEERING  TRAFFIC SIGN RECOGNITION EPS STEERING (ELECTRIC STEERING) ACTIVE RAIN SENSORS HEATED AND COOL SEATS WELCOME LOGOBREMBO BREAKSWIRELESS CHARGER AUTOPARKING F1 PEDDLE SHIFTERS

"
Hyundai Tucson AWD A/T Ultimate 2022,PKR 77.25 lacs,lahore," DHA Defence, Lahore Punjab","['https://cache4.pakwheels.com/ad_pictures/1019/hyundai-tucson-awd-a-t-ultimate-2022-101975698.webp', 'https://cache4.pakwheels.com/ad_pictures/1005/hyundai-tucson-awd-a-t-ultimate-2022-100593449.webp', 'https://cache3.pakwheels.com/ad_pictures/1005/hyundai-tucson-awd-a-t-ultimate-2022-100593450.webp', 'https://cache3.pakwheels.com/ad_pictures/1005/hyundai-tucson-awd-a-t-ultimate-2022-100593446.webp', 'https://cache1.pakwheels.com/ad_pictures/1005/hyundai-tucson-awd-a-t-ultimate-2022-100593444.webp', 'https://cache2.pakwheels.com/ad_pictures/1005/hyundai-tucson-awd-a-t-ultimate-2022-100593447.webp', 'https://cache2.pakwheels.com/ad_pictures/1005/hyundai-tucson-awd-a-t-ultimate-2022-100593442.webp', 'https://cache4.pakwheels.com/ad_pictures/1005/hyundai-tucson-awd-a-t-ultimate-2022-100593443.webp', 'https://cache3.pakwheels.com/ad_pictures/1005/hyundai-tucson-awd-a-t-ultimate-2022-100593441.webp', 'https://cache1.pakwheels.com/ad_pictures/1005/hyundai-tucson-awd-a-t-ultimate-2022-100593439.webp', 'https://cache3.pakwheels.com/ad_pictures/1005/hyundai-tucson-awd-a-t-ultimate-2022-100593440.webp', 'https://cache1.pakwheels.com/ad_pictures/1005/hyundai-tucson-awd-a-t-ultimate-2022-100593438.webp', 'https://cache2.pakwheels.com/ad_pictures/1005/hyundai-tucson-awd-a-t-ultimate-2022-100593448.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2022
","30,000 km",Petrol,Automatic,Punjab,Black Diamond Metallic,Local,2000 cc,SUV,"Jun 10, 2024",https://www.pakwheels.com/used-cars/hyundai-tucson-2022-for-sale-in-lahore-8649214,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CoolBox', ' Cruise Control', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  HYUNDAI TUSCON AWD ULTIMATE TOP OF LINEMODEL 2022 REGISTERED 2022BUMPER TO BUMPER GENIUNE 100%NO REPAINT OR SHOWER FIRST OWNER ON OUR NAMENEAT AND CLEAN INTERIORBRAND NEW TYRES INSTALLED RECENTLYALL SERVICE LOG MAINTAINED FROM COMPANYEACH AND EVERY SERVICE DONE IN TIME FROM HYUNDAI.SPARE WHEEL AND SPARE KEY UNSED. GURANTEED ORIGINAL MILLAGEPRICE IS ALMOST FINAL CONTACT ONLY SERIOUS BUYERS.
    
"
Toyota Land Cruiser AX G Selection 2008,PKR 1.79 crore,lahore," DHA Defence, Lahore Punjab","['https://cache4.pakwheels.com/ad_pictures/1021/toyota-land-cruiser-ax-g-selection-2008-102182101.webp', 'https://cache4.pakwheels.com/ad_pictures/1021/toyota-land-cruiser-ax-g-selection-2008-102182105.webp', 'https://cache4.pakwheels.com/ad_pictures/1021/toyota-land-cruiser-ax-g-selection-2008-102182103.webp', 'https://cache1.pakwheels.com/ad_pictures/1021/toyota-land-cruiser-ax-g-selection-2008-102182104.webp', 'https://cache3.pakwheels.com/ad_pictures/1021/toyota-land-cruiser-ax-g-selection-2008-102182098.webp', 'https://cache3.pakwheels.com/ad_pictures/1021/toyota-land-cruiser-ax-g-selection-2008-102182096.webp', 'https://cache1.pakwheels.com/ad_pictures/1021/toyota-land-cruiser-ax-g-selection-2008-102182100.webp', 'https://cache4.pakwheels.com/ad_pictures/1021/toyota-land-cruiser-ax-g-selection-2008-102182099.webp', 'https://cache1.pakwheels.com/ad_pictures/1021/toyota-land-cruiser-ax-g-selection-2008-102182079.webp', 'https://cache1.pakwheels.com/ad_pictures/1021/toyota-land-cruiser-ax-g-selection-2008-102182086.webp', 'https://cache1.pakwheels.com/ad_pictures/1021/toyota-land-cruiser-ax-g-selection-2008-102182088.webp', 'https://cache3.pakwheels.com/ad_pictures/1021/toyota-land-cruiser-ax-g-selection-2008-102182083.webp', 'https://cache1.pakwheels.com/ad_pictures/1021/toyota-land-cruiser-ax-g-selection-2008-102182090.webp', 'https://cache3.pakwheels.com/ad_pictures/1021/toyota-land-cruiser-ax-g-selection-2008-102182094.webp', 'https://cache1.pakwheels.com/ad_pictures/1021/toyota-land-cruiser-ax-g-selection-2008-102182097.webp', 'https://cache4.pakwheels.com/ad_pictures/1021/toyota-land-cruiser-ax-g-selection-2008-102182080.webp', 'https://cache1.pakwheels.com/ad_pictures/1021/toyota-land-cruiser-ax-g-selection-2008-102182089.webp', 'https://cache1.pakwheels.com/ad_pictures/1021/toyota-land-cruiser-ax-g-selection-2008-102182084.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2008
","135,000 km",Petrol,Automatic,Lahore,Black,Imported,4600 cc,SUV,"Jun 10, 2024",https://www.pakwheels.com/used-cars/toyota-land-cruiser-2008-for-sale-in-lahore-8761678,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' CoolBox', ' Cruise Control', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  TOYOTA LAND CRUSIER 2008 AXG TOP OF LINE OUTCLASS CONDITION FACELIFTED TO 2018 OLD PARTS AVAILABLE IN GENIUNE CONDITION REAR COMBINATION BLACK WITH BEIGEONLY MINOR TOUCHING IN SIDE IN TWO THREE PARTSENGINE AND SUSPENSION 100%TWO DIGIT GOLDEN NUMBERPRICE IS ALMOST FINALCONTACT SERIOUS BUYER ONLY
    
"
Honda Civic EXi 1997,PKR 10 lacs,lahore," DHA Defence, Lahore Punjab","['https://cache2.pakwheels.com/ad_pictures/9957/honda-civic-exi-3-1997-99572824.webp', 'https://cache3.pakwheels.com/ad_pictures/9957/honda-civic-exi-3-1997-99572821.webp', 'https://cache4.pakwheels.com/ad_pictures/9957/honda-civic-exi-3-1997-99572820.webp', 'https://cache2.pakwheels.com/ad_pictures/9957/honda-civic-exi-3-1997-99572819.webp', 'https://cache4.pakwheels.com/ad_pictures/9957/honda-civic-exi-3-1997-99572816.webp', 'https://cache2.pakwheels.com/ad_pictures/9957/honda-civic-exi-3-1997-99572817.webp', 'https://cache2.pakwheels.com/ad_pictures/9957/honda-civic-exi-3-1997-99572818.webp', 'https://cache4.pakwheels.com/ad_pictures/9957/honda-civic-exi-3-1997-99572815.webp', 'https://cache3.pakwheels.com/ad_pictures/9957/honda-civic-exi-3-1997-99572822.webp', 'https://cache1.pakwheels.com/ad_pictures/9957/honda-civic-exi-3-1997-99572823.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","1997
","123,456 km",Petrol,Manual,Lahore,Green,Local,1500 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/honda-civic-1997-for-sale-in-lahore-8578043,"[' AM/FM Radio', ' Air Conditioning', ' Cassette Player', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Lightweight allow rims . Original return file is available . Totally driven on petrol. In showroom condition. Fitted with new tires. Non accidental. Will be sold to nearest offer. Token tax is up to date. Looking to sell the car urgently.
    
"
Honda Civic Oriel 1.8 i-VTEC CVT 2018,PKR 51.5 lacs,lahore," DHA Phase 2, Lahore Punjab","['https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2018-102984210.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2018-102984204.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2018-102984211.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2018-102984212.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-civic-oriel-1-8-i-vtec-cvt-2018-102984213.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2018
","100,000 km",Petrol,Automatic,Islamabad,Taffeta White,Local,1800 cc,Sedan,"Jun 10, 2024",https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-lahore-8823496,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' Alloy Rims', ' CD Player', ' Cruise Control', ' Immobilizer Key', ' Keyless Entry', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows', ' Sun Roof']","
  HONDA CiVIC 1.8 UG , two picess painted , front fender on left sight and door on left. i bought it tqo years ago .want to shift on SUV.
    
"
Honda City 2008,PKR 17 lacs,lahore, Lahore Punjab,"['https://cache3.pakwheels.com/ad_pictures/1029/honda-city-2008-102928382.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-city-2008-102928387.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-city-2008-102928385.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-city-2008-102928381.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/honda-city-2008-102928390.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-city-2008-102928386.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-city-2008-102928384.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/honda-city-2008-102928388.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/honda-city-2008-102928391.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/honda-city-2008-102928383.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2008
","80,000 km",Petrol,Manual,Lahore,Silver,Local,1300 cc,N/A,"Jun 10, 2024",https://www.pakwheels.com/used-cars/honda-city-2008-for-sale-in-lahore-8819133,['not listed'],"
  Owner since 2009. Engine 10/10. Body work needed. Price is negotiable.  Only serious buyers call. No dealers.
    
"
Toyota Passo X 2017,PKR 33.5 lacs,lahore," Marghzar Officers Colony, Lahore Punjab","['https://cache4.pakwheels.com/ad_pictures/1029/toyota-passo-1-0-x-2017-102983972.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-passo-1-0-x-2017-102983973.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-passo-1-0-x-2017-102983974.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-passo-1-0-x-2017-102983978.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-passo-1-0-x-2017-102983971.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-passo-1-0-x-2017-102983979.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-passo-1-0-x-2017-102983975.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-passo-1-0-x-2017-102983976.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-passo-1-0-x-2017-102983981.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-passo-1-0-x-2017-102983984.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-passo-1-0-x-2017-102983986.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-passo-1-0-x-2017-102983985.webp', 'https://cache4.pakwheels.com/ad_pictures/1029/toyota-passo-1-0-x-2017-102983982.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-passo-1-0-x-2017-102983977.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-passo-1-0-x-2017-102983980.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-passo-1-0-x-2017-102983983.webp', 'https://cache3.pakwheels.com/ad_pictures/1029/toyota-passo-1-0-x-2017-102983988.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-passo-1-0-x-2017-102983989.webp', 'https://cache1.pakwheels.com/ad_pictures/1029/toyota-passo-1-0-x-2017-102983990.webp', 'https://cache2.pakwheels.com/ad_pictures/1029/toyota-passo-1-0-x-2017-102983987.webp', 'https://wsa1.pakwheels.com/assets/pw-inspection-galary-pitch-14aa6aa9f784fc116bb9c547ba498541.png']","2017
","48,000 km",Petrol,Automatic,Lahore,White,Imported,1000 cc,Hatchback,"Jun 10, 2024",https://www.pakwheels.com/used-cars/toyota-passo-2017-for-sale-in-lahore-8823484,"[' ABS', ' AM/FM Radio', ' Air Bags', ' Air Conditioning', ' CD Player', ' DVD Player', ' Immobilizer Key', ' Keyless Entry', ' Navigation System', ' Power Locks', ' Power Mirrors', ' Power Steering', ' Power Windows']","
  Toyota passo 2017 model 2019 import pearl white colour Full Option Car Push start smart key less entry .. Traction control radaar brake system .. line asist ..auto adjustable head lights ..sofa seats .. eco idle stop engine system ..power windows power stearing.. adjustable steairng.. retractable side mirors and much much more features..excellent out class condition look like and drive brand new car Only passo lovers contact me
    
"
